student_id,gender,school_type,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,parent_edu,commute_min,final_score,final_grade_band,passed
S0238,Female,Private,3.64,76.9,72.7,57.5,71.5,9.3,82.2,4.2,4,High School,85,68.3,C,1
S0239,Female,Private,3.17,67.2,69.1,60.6,74.2,5.8,81.4,5.3,27,High School,85,71.3,C,1
S0240,Male,Public,3.32,74.3,77.7,66.2,71.0,7.9,88.0,3.4,9,Bachelor,54,73.6,C,1
S0241,Female,Public,2.48,92.8,70.4,84.5,50.3,6.5,71.1,3.8,22,Bachelor,64,67.9,C,1
S0242,Other,Private,2.66,68.3,59.8,71.6,53.0,9.6,100.0,8.8,22,High School,8,59.1,D,1
S0243,Female,Private,2.72,61.3,57.4,66.7,74.0,3.0,80.0,4.5,16,High School,108,60.5,D,1
S0244,Male,Private,2.76,89.3,61.0,85.5,90.1,4.1,67.2,4.1,3,High School,14,62.8,D,1
S0245,Male,Private,3.62,83.9,72.7,89.1,70.3,18.5,76.6,4.6,8,Bachelor,78,78.0,C,1
S0246,Female,Public,1.16,70.6,69.7,85.8,61.8,4.9,98.5,6.1,18,Master,0,54.2,D,1
S0247,Female,Private,2.82,59.0,72.6,62.6,71.4,5.6,73.6,2.4,16,Bachelor,89,54.7,D,1
S0248,Female,Public,2.74,69.1,76.0,66.6,50.9,17.3,94.2,6.1,17,Bachelor,43,66.4,C,1
S0249,Female,Public,1.84,77.3,62.5,92.0,87.6,21.6,70.6,5.6,7,High School,57,70.7,C,1
S0250,Female,Public,3.27,92.0,87.6,74.7,70.8,5.3,68.5,0.5,16,Bachelor,2,83.6,B,1
S0251,Female,Public,2.29,65.6,66.8,69.1,58.0,8.5,89.9,9.5,2,High School,26,65.6,C,1
S0252,Male,Public,2.55,77.0,64.8,79.9,65.5,11.4,66.9,8.7,14,None,52,58.5,D,1
S0253,Male,Private,4.0,86.1,75.8,83.1,60.1,16.9,92.3,3.0,2,Bachelor,86,71.9,C,1
S0254,Female,Private,3.51,49.4,48.0,65.7,87.7,6.1,85.3,2.2,19,Master,71,55.2,D,1
S0255,Male,Public,3.2,90.4,60.5,74.4,65.0,9.0,66.9,5.6,17,None,31,62.2,D,1
S0256,Male,Public,3.07,63.8,81.8,82.2,70.3,13.1,78.9,1.4,25,Bachelor,71,76.8,C,1
S0257,Female,Public,2.68,82.0,49.2,59.2,76.6,11.7,71.8,8.4,13,Master,26,70.2,C,1
S0258,Male,Public,4.0,81.0,83.4,72.1,56.9,8.5,85.2,3.8,4,Bachelor,66,68.2,C,1
S0259,Female,Public,3.36,91.0,88.1,59.7,70.9,9.5,100.0,9.1,7,Bachelor,64,73.2,C,1
S0260,Male,Public,2.28,84.6,65.6,61.2,72.1,4.5,74.4,2.9,24,High School,27,47.3,F,0
S0261,Female,Private,1.82,49.5,73.5,65.8,44.7,9.0,88.0,4.7,28,Master,24,46.0,F,0
S0262,Male,Public,3.2,68.6,83.4,77.2,71.8,8.9,80.4,8.2,1,High School,62,69.8,C,1
S0263,Female,Private,2.76,79.7,64.4,68.5,67.3,10.9,80.4,4.2,20,High School,70,71.7,C,1
S0264,Female,Private,1.8,75.7,80.4,64.9,69.9,7.8,77.5,5.7,14,High School,117,61.4,D,1
S0265,Male,Public,3.1,83.7,61.9,72.6,68.5,11.9,67.1,7.7,7,Bachelor,59,73.7,C,1
S0266,Male,Public,2.61,87.5,64.3,59.4,71.9,14.1,85.0,3.6,15,Bachelor,53,57.5,D,1
S0267,Male,Public,3.17,85.3,60.4,76.7,88.1,10.6,75.7,1.8,28,Master,57,70.2,C,1
S0268,Male,Public,3.11,75.4,74.1,84.4,50.3,11.4,66.4,1.4,5,Bachelor,104,73.2,C,1
S0269,Male,Private,2.37,55.8,83.9,71.1,62.9,10.2,95.2,6.5,25,PhD,36,55.6,D,1
S0270,Male,Public,3.24,72.5,67.8,69.8,78.0,10.0,81.5,6.0,2,Bachelor,45,57.5,D,1
S0271,Female,Public,2.45,83.0,54.7,76.1,75.2,7.1,76.6,7.7,21,Bachelor,44,68.6,C,1
S0272,Male,Public,2.5,64.9,57.0,49.7,74.9,11.3,100.0,4.3,2,High School,74,54.9,D,1
S0273,Male,Public,2.43,85.6,74.7,77.9,100.0,9.6,52.5,1.4,1,High School,83,79.6,C,1
S0274,Male,Private,3.59,88.9,92.1,100.0,77.2,18.4,99.1,0.0,1,Bachelor,57,94.2,A,1
S0275,Male,Public,2.6,79.5,74.7,70.7,85.0,16.3,66.8,12.2,24,Bachelor,31,70.6,C,1
S0276,Female,Private,3.76,41.2,65.4,70.7,63.4,11.5,83.2,6.3,17,High School,82,72.3,C,1
S0277,Female,Public,4.0,62.7,79.2,80.2,53.1,6.9,71.2,5.3,20,Bachelor,33,57.4,D,1
S0278,Female,Public,2.28,100.0,67.1,90.1,63.3,5.6,66.2,5.7,4,High School,107,76.6,C,1
S0279,Female,Public,0.76,71.4,65.5,82.7,78.7,14.8,99.7,1.4,27,High School,74,53.0,D,1
S0280,Male,Private,3.53,54.2,58.5,48.3,74.1,11.1,100.0,3.0,24,High School,52,64.9,D,1
S0281,Male,Public,2.56,92.8,86.9,78.2,74.0,11.9,76.7,9.4,14,High School,27,76.8,C,1
S0282,Female,Private,2.19,78.2,39.5,100.0,64.8,3.0,85.0,6.6,26,High School,90,52.4,D,1
S0283,Male,Public,2.39,91.3,79.6,78.8,62.4,13.7,80.9,3.1,4,Master,73,65.8,C,1
S0284,Female,Public,2.51,81.3,64.4,59.3,65.3,11.8,100.0,1.9,8,Master,105,62.6,D,1
S0285,Female,Public,3.71,83.5,65.1,75.1,78.9,5.6,48.3,3.7,1,High School,84,62.5,D,1
S0286,Female,Public,2.91,82.4,90.3,57.9,80.6,8.1,85.7,4.2,4,None,94,87.5,B,1
S0287,Female,Public,3.7,86.4,61.4,85.6,52.9,11.1,69.1,10.1,25,Bachelor,11,68.7,C,1
S0288,Female,Public,3.15,100.0,61.8,61.5,79.4,10.2,44.7,4.5,12,High School,2,80.1,B,1
S0289,Male,Private,2.58,89.7,68.4,72.8,58.2,8.8,74.6,2.0,19,Master,79,72.4,C,1
S0290,Male,Public,2.53,59.0,75.0,62.6,75.0,9.6,100.0,4.9,26,Bachelor,0,64.7,D,1
S0291,Female,Public,3.19,83.4,64.7,66.0,65.1,9.0,70.2,5.7,22,Master,106,65.6,C,1
S0292,Female,Public,3.37,91.7,51.1,88.3,91.5,10.6,91.9,1.8,11,High School,105,82.8,B,1
S0293,Male,Public,3.5,92.4,59.6,73.1,61.7,15.9,98.0,6.0,10,PhD,70,83.7,B,1
S0294,Male,Public,2.62,72.9,85.4,65.8,70.7,0.0,79.8,8.0,3,Bachelor,87,59.9,D,1
S0295,Male,Public,2.92,92.0,70.9,59.4,77.1,9.1,81.8,5.3,24,Bachelor,50,59.6,D,1
S0296,Female,Public,3.21,89.1,75.4,51.4,54.9,10.7,54.3,3.0,29,Master,114,51.3,D,1
S0297,Male,Public,2.53,100.0,66.9,58.2,66.9,11.2,69.3,3.7,15,Bachelor,4,79.2,C,1
S0298,Male,Public,2.01,69.0,62.1,73.2,64.0,8.5,93.6,0.9,14,High School,35,36.1,F,0
S0299,Male,Private,2.24,71.9,90.1,82.8,60.3,3.0,80.9,4.7,25,Bachelor,83,60.7,D,1
S0300,Other,Private,2.63,74.3,67.7,65.8,61.4,11.3,85.5,5.8,10,Master,94,61.0,D,1
S0301,Female,Public,3.26,72.1,64.7,89.3,84.7,16.9,82.0,2.8,12,Master,29,79.9,C,1
S0302,Female,Private,3.68,67.3,83.2,64.1,59.0,3.9,100.0,9.8,26,Bachelor,96,58.6,D,1
S0303,Female,Public,1.85,44.8,61.3,69.4,76.5,13.5,73.5,7.0,11,Bachelor,55,53.3,D,1
S0304,Male,Private,2.38,72.8,62.9,60.1,72.7,8.7,100.0,0.5,27,High School,102,62.8,D,1
S0305,Female,Public,2.55,82.4,70.1,82.9,47.0,9.8,82.0,0.6,4,High School,32,84.0,B,1
S0306,Female,Public,3.36,72.1,70.0,95.1,75.8,5.8,100.0,2.5,14,Bachelor,83,74.8,C,1
S0307,Male,Public,2.43,100.0,73.1,52.6,46.8,8.7,61.6,8.9,14,High School,24,70.3,C,1
S0308,Female,Public,2.5,78.2,95.1,68.2,77.4,15.2,82.8,7.2,9,High School,16,62.9,D,1
S0309,Other,Private,1.81,93.5,74.0,85.9,60.4,12.3,74.1,9.1,28,Bachelor,84,73.5,C,1
S0310,Male,Public,3.14,81.1,41.5,56.1,68.1,16.9,82.1,5.0,14,Bachelor,81,69.2,C,1
S0311,Male,Public,2.69,87.9,73.9,78.2,48.6,14.7,98.3,4.5,26,Bachelor,35,73.4,C,1
S0312,Female,Public,2.34,81.4,70.5,85.4,69.8,11.8,85.7,1.9,6,High School,72,70.6,C,1
S0313,Male,Public,2.62,94.4,70.5,72.9,81.9,17.0,98.3,5.9,10,High School,112,93.6,A,1
S0314,Female,Private,3.59,78.7,73.0,78.1,55.9,11.8,69.9,4.5,14,Bachelor,40,73.3,C,1
S0315,Male,Private,2.1,84.0,69.7,91.4,58.9,13.3,67.7,4.4,16,Master,60,58.6,D,1
S0316,Female,Public,2.21,82.4,69.4,93.4,74.8,8.8,80.2,9.0,6,High School,25,62.6,D,1
S0317,Female,Private,3.68,74.5,77.4,71.3,75.2,10.3,79.4,4.7,9,Master,62,81.4,B,1
S0318,Female,Public,2.85,82.9,63.5,66.1,31.5,7.2,77.2,8.3,18,Bachelor,106,59.1,D,1
S0319,Male,Public,3.27,100.0,58.6,61.9,98.2,14.0,65.6,1.0,8,Master,76,69.4,C,1
S0320,Other,Public,3.08,74.8,100.0,82.7,75.9,5.3,98.0,11.7,22,Bachelor,17,79.5,C,1
S0321,Female,Public,2.78,83.0,61.4,56.9,78.5,13.1,74.6,4.1,14,High School,88,59.6,D,1
S0322,Female,Public,2.56,93.1,71.2,69.2,65.8,9.2,100.0,6.8,29,Bachelor,50,73.8,C,1
S0323,Female,Public,3.38,91.7,52.1,73.1,40.2,14.7,80.2,7.2,7,Bachelor,2,62.7,D,1
S0324,Female,Private,3.61,78.1,71.4,66.5,78.1,13.0,89.7,3.8,25,High School,74,75.6,C,1
S0325,Female,Private,3.56,49.4,58.8,75.1,59.5,17.3,88.4,7.0,14,High School,35,61.9,D,1
S0326,Male,Private,1.97,84.2,64.7,100.0,76.2,12.9,67.6,7.2,2,Bachelor,116,79.3,C,1
S0327,Male,Public,3.71,51.4,82.5,70.7,64.7,3.7,85.5,3.2,21,Bachelor,119,66.1,C,1
S0328,Female,Public,2.55,95.6,75.7,67.2,71.6,9.7,100.0,3.2,6,Master,80,83.0,B,1
S0329,Male,Private,2.27,80.0,76.8,83.2,56.4,5.3,83.8,5.1,4,High School,75,82.7,B,1
S0330,Female,Public,2.68,90.0,48.7,74.6,81.0,7.9,93.5,4.7,15,High School,36,69.3,C,1
S0331,Male,Public,3.38,67.2,92.0,87.8,50.2,16.0,90.4,8.5,23,PhD,8,86.9,B,1
S0332,Male,Public,3.18,59.4,55.7,73.8,100.0,12.6,84.6,6.8,7,High School,7,65.7,C,1
S0333,Female,Public,2.62,81.1,88.3,69.3,100.0,7.2,82.8,4.8,18,None,55,84.3,B,1
S0334,Male,Private,3.39,77.6,82.3,52.4,92.5,5.9,88.2,6.5,0,Master,38,67.8,C,1
S0335,Other,Public,2.9,72.1,76.9,54.2,87.1,10.1,91.4,0.0,5,PhD,115,69.7,C,1
S0336,Other,Public,2.4,79.0,59.7,51.8,66.7,5.1,59.7,3.5,22,Bachelor,35,56.8,D,1
S0337,Male,Private,2.3,100.0,71.8,76.2,85.5,7.3,83.7,5.7,0,High School,25,78.3,C,1
S0338,Male,Public,3.09,88.0,64.3,57.0,66.6,11.2,77.2,7.8,10,Bachelor,98,58.9,D,1
S0339,Male,Public,2.74,90.6,70.3,85.8,44.7,14.6,74.1,5.5,15,Master,100,62.6,D,1
S0340,Female,Public,1.84,88.1,67.0,72.3,90.5,12.4,99.4,8.6,1,Master,45,75.6,C,1
S0341,Male,Private,3.39,95.8,45.5,69.3,84.9,0.8,69.0,7.2,29,High School,9,65.0,C,1
S0342,Female,Public,2.46,75.7,83.5,62.7,67.5,11.2,59.1,3.8,15,Master,11,51.8,D,1
S0343,Other,Public,3.91,53.3,69.0,78.8,49.6,10.3,91.9,4.6,10,Bachelor,62,65.2,C,1
S0344,Male,Public,1.82,75.7,64.2,63.2,59.2,11.7,58.7,6.0,29,None,104,51.5,D,1
S0345,Female,Private,2.67,87.7,63.3,61.2,40.7,16.5,51.1,3.9,16,High School,46,61.6,D,1
S0346,Male,Public,2.31,66.4,74.3,85.1,82.2,1.7,93.6,8.8,20,None,2,65.3,C,1
S0347,Female,Public,2.12,75.9,59.3,75.9,44.0,7.6,82.4,2.2,2,Master,44,56.0,D,1
S0348,Male,Public,2.46,69.7,42.9,69.4,72.3,12.4,87.1,5.8,4,High School,0,53.6,D,1
S0349,Female,Private,4.0,96.0,74.9,79.1,55.3,3.7,73.4,6.8,1,Bachelor,50,71.9,C,1
S0350,Male,Public,2.9,87.0,76.2,72.1,46.6,15.9,59.2,4.2,15,None,56,74.9,C,1
S0351,Female,Public,2.25,85.8,67.6,76.2,71.6,11.5,62.2,3.7,25,Bachelor,87,60.4,D,1
S0352,Male,Public,1.52,85.5,56.2,63.0,63.0,13.4,75.9,4.8,27,Bachelor,8,52.8,D,1
S0353,Female,Public,1.6,77.6,71.1,94.8,80.6,7.7,60.9,7.0,17,Master,57,48.4,F,0
S0354,Female,Public,2.42,80.4,52.4,65.6,49.0,13.3,84.6,3.8,1,Bachelor,21,58.4,D,1
S0355,Female,Public,2.36,63.8,57.7,89.1,56.6,14.3,73.1,2.3,18,Bachelor,55,61.3,D,1
S0356,Female,Public,2.64,51.8,61.0,69.9,32.2,10.9,82.8,7.9,19,Bachelor,118,33.0,F,0
S0357,Male,Private,1.21,79.8,80.1,80.9,35.2,10.9,82.3,6.0,17,Bachelor,88,43.4,F,0
S0358,Male,Public,2.74,81.9,65.6,80.1,95.0,11.1,85.8,7.5,21,Master,101,64.4,D,1
S0359,Male,Private,3.52,92.5,64.6,84.6,99.3,6.5,87.5,6.9,16,Bachelor,4,89.1,B,1
S0360,Female,Public,3.94,96.9,93.5,62.8,69.4,9.4,74.8,10.4,21,Master,91,68.5,C,1
S0361,Male,Private,1.47,96.8,74.2,83.8,55.6,9.4,82.8,7.8,14,None,103,61.2,D,1
S0362,Male,Public,2.24,66.0,74.1,92.3,63.5,11.5,83.5,3.2,4,Bachelor,80,68.4,C,1
S0363,Female,Public,2.2,73.8,65.6,69.2,81.1,14.0,43.6,6.2,2,Master,93,62.1,D,1
S0364,Male,Public,2.9,83.8,62.8,72.4,60.3,5.8,89.7,3.6,27,Master,5,60.9,D,1
S0365,Female,Public,1.95,100.0,43.8,66.2,71.6,9.5,82.2,3.9,13,Bachelor,88,64.4,D,1
S0366,Male,Private,3.98,95.8,81.6,68.2,67.8,15.9,88.5,1.5,9,Bachelor,100,95.4,A,1
S0367,Male,Public,2.83,91.4,75.4,90.8,59.5,7.0,60.7,4.3,8,Master,27,67.5,C,1
S0368,Female,Private,2.71,73.3,67.9,61.0,60.1,6.7,75.3,6.4,1,High School,56,40.6,F,0
S0369,Female,Public,3.91,67.4,68.4,61.6,72.4,10.8,63.6,4.8,28,Master,50,78.2,C,1
S0370,Female,Public,2.79,87.5,78.8,89.7,53.3,13.4,91.2,2.3,2,High School,11,77.0,C,1
S0371,Male,Private,3.08,64.8,51.3,78.9,74.8,10.0,58.9,1.2,6,None,15,61.0,D,1
S0372,Male,Public,2.27,75.1,62.9,95.3,60.9,15.3,66.1,10.3,13,Bachelor,36,49.1,F,0
S0373,Male,Private,1.84,76.6,56.4,67.0,69.9,13.4,88.0,5.8,10,High School,13,57.0,D,1
S0374,Male,Public,2.37,97.1,91.3,73.4,88.8,13.4,70.6,2.9,1,High School,60,72.4,C,1
S0375,Female,Public,4.0,73.7,80.5,64.7,65.5,12.2,66.1,6.2,9,High School,6,65.1,C,1
S0376,Male,Private,3.24,48.7,43.6,73.6,81.8,19.3,93.6,10.5,23,PhD,1,66.5,C,1
S0377,Female,Public,2.99,84.1,51.8,52.5,41.1,9.2,94.2,6.6,7,Bachelor,75,54.4,D,1
S0378,Female,Public,2.12,69.6,68.4,79.5,60.9,2.0,90.8,0.0,25,PhD,30,50.2,D,1
S0379,Male,Public,3.44,78.5,64.3,75.6,68.4,16.4,92.7,11.6,10,High School,45,82.7,B,1
S0380,Female,Public,1.85,77.0,54.1,71.4,96.8,8.2,76.5,0.4,0,High School,40,62.8,D,1
S0381,Male,Public,1.7,74.7,93.3,67.7,38.6,10.4,76.9,4.5,3,High School,56,50.1,D,1
S0382,Female,Public,2.41,87.5,73.8,62.2,66.6,15.2,70.3,2.2,24,High School,55,62.9,D,1
S0383,Male,Public,4.0,59.6,75.7,80.0,89.9,3.6,82.5,3.1,12,None,15,69.7,C,1
S0384,Female,Public,4.0,71.8,61.7,59.1,56.2,5.0,72.1,5.7,29,None,0,61.3,D,1
S0385,Male,Public,2.48,86.2,78.7,77.6,64.8,3.6,73.5,0.0,23,Bachelor,53,67.5,C,1
S0386,Male,Public,2.33,70.6,65.4,94.8,73.0,6.8,89.0,4.8,0,Bachelor,67,55.4,D,1
S0387,Male,Public,1.65,58.7,66.6,88.3,70.8,11.8,97.8,7.9,9,High School,92,68.8,C,1
S0388,Male,Private,2.85,86.0,77.3,55.4,91.5,12.1,86.0,2.9,21,Bachelor,23,80.2,B,1
S0389,Female,Private,2.91,91.5,50.5,66.1,74.7,11.1,100.0,1.5,1,High School,10,50.8,D,1
S0390,Male,Public,3.35,77.5,89.2,76.6,87.9,4.3,69.4,4.7,29,Bachelor,71,74.8,C,1
S0391,Other,Public,3.44,54.5,72.2,71.2,62.6,0.8,52.4,4.2,4,Bachelor,108,61.5,D,1
S0392,Female,Public,2.66,86.5,85.4,56.6,56.9,10.2,90.7,3.5,23,Master,28,70.4,C,1
S0393,Male,Public,3.19,58.1,57.1,76.2,64.6,8.1,68.4,2.0,25,Master,10,55.0,D,1
S0394,Male,Public,2.31,81.7,58.9,71.9,50.6,11.8,75.9,6.3,15,High School,48,58.2,D,1
S0395,Male,Private,3.18,67.4,56.1,93.1,75.3,12.8,53.5,6.5,24,Bachelor,67,68.5,C,1
S0396,Female,Private,2.44,64.1,73.0,69.2,62.2,10.6,66.5,2.3,26,Master,74,62.9,D,1
S0397,Male,Public,3.12,72.7,70.8,84.8,57.9,13.0,57.5,2.7,22,Master,13,55.7,D,1
S0398,Female,Public,3.06,75.8,64.4,58.1,75.5,10.9,73.5,5.3,21,Bachelor,78,61.6,D,1
S0399,Male,Private,2.85,70.3,57.8,60.7,50.8,12.1,74.1,2.6,11,Bachelor,41,69.9,C,1
S0400,Male,Private,3.36,85.1,54.8,79.9,79.6,7.2,81.3,5.4,8,Bachelor,3,72.5,C,1
S0401,Male,Public,1.7,72.6,69.4,83.9,60.8,9.3,98.6,8.7,26,PhD,110,70.0,C,1
S0402,Female,Private,2.05,89.8,64.4,61.5,85.4,10.8,90.2,4.9,6,High School,64,90.3,A,1
S0403,Female,Public,2.61,81.4,61.8,72.3,62.1,13.3,55.7,2.0,12,High School,36,58.8,D,1
S0404,Female,Private,1.79,69.6,88.6,56.8,77.5,8.4,89.1,6.0,15,Master,97,50.4,D,1
S0405,Male,Public,2.52,67.6,69.0,70.0,70.7,12.1,81.7,4.6,11,Bachelor,95,60.9,D,1
S0406,Male,Public,2.54,58.2,85.2,81.2,79.2,8.9,78.5,4.6,11,High School,24,72.7,C,1
S0407,Female,Public,3.72,81.5,63.6,67.2,69.6,9.5,79.7,6.2,17,High School,115,82.1,B,1
S0408,Female,Public,2.9,73.7,72.9,69.3,43.0,13.3,83.1,6.7,9,Bachelor,63,80.4,B,1
S0409,Female,Public,3.52,49.5,69.3,59.6,83.1,2.0,69.6,5.1,29,Bachelor,31,57.7,D,1
S0410,Male,Public,3.01,71.6,49.6,64.9,66.7,4.8,77.3,4.8,5,Bachelor,53,60.8,D,1
S0411,Female,Private,2.43,67.2,87.1,91.3,79.8,4.1,97.8,10.2,11,High School,22,61.8,D,1
S0412,Male,Public,2.89,96.9,68.4,72.8,78.4,0.7,69.4,8.0,25,High School,101,48.3,F,0
S0413,Other,Private,3.31,57.6,79.0,61.0,56.4,7.3,64.6,7.1,14,Bachelor,32,57.4,D,1
S0414,Male,Public,3.64,60.7,61.0,68.5,54.3,13.0,79.1,5.3,21,High School,52,55.4,D,1
S0415,Female,Private,2.71,91.3,68.0,54.4,77.8,8.9,63.0,2.5,19,Bachelor,8,71.1,C,1
S0416,Male,Public,1.65,94.3,59.6,60.8,63.5,10.8,54.2,7.8,9,Bachelor,113,41.1,F,0
S0417,Female,Public,1.6,69.1,84.8,87.0,82.0,14.4,74.8,5.4,22,High School,36,59.5,D,1
S0418,Female,Public,2.57,70.4,73.7,70.4,65.3,15.3,100.0,3.6,7,Bachelor,78,70.4,C,1
S0419,Female,Private,1.16,85.4,74.4,92.8,83.4,9.7,79.4,4.4,22,None,42,66.3,C,1
S0420,Male,Public,4.0,50.1,86.3,71.0,74.3,15.4,82.7,2.6,3,Bachelor,67,75.1,C,1
S0421,Male,Public,3.22,55.7,83.9,71.6,72.3,10.4,48.0,7.6,20,Bachelor,67,77.0,C,1
S0422,Female,Private,2.36,74.6,79.2,79.0,62.4,6.7,86.6,6.7,3,Bachelor,35,74.1,C,1
S0423,Female,Public,2.02,96.6,52.9,42.6,71.5,7.6,81.4,5.5,26,Master,51,52.7,D,1
S0424,Female,Public,3.52,72.8,61.7,74.3,85.9,4.1,70.0,4.9,18,High School,71,80.3,B,1
S0425,Male,Public,2.02,79.2,58.0,71.5,67.2,6.4,82.7,3.3,1,Master,26,69.8,C,1
S0426,Male,Private,2.09,91.6,78.7,88.3,76.0,8.6,82.6,0.0,3,High School,15,69.5,C,1
S0427,Male,Private,2.26,100.0,72.0,82.6,68.7,13.2,64.1,1.5,5,PhD,21,71.9,C,1
S0428,Female,Private,2.88,71.1,53.3,59.5,69.9,16.9,85.0,3.1,28,None,49,65.4,C,1
S0429,Male,Public,3.23,77.8,67.7,85.7,93.9,4.5,98.0,2.8,17,Bachelor,25,70.8,C,1
S0430,Male,Public,3.63,99.9,52.1,69.1,86.0,11.6,76.6,5.7,8,High School,34,76.4,C,1
S0431,Female,Private,3.53,59.7,69.4,62.1,69.2,5.8,67.0,7.0,8,High School,82,70.7,C,1
S0432,Female,Public,2.8,90.3,50.1,74.2,71.2,11.9,77.3,4.7,0,High School,80,72.0,C,1
S0433,Female,Public,3.51,65.8,76.3,69.8,57.5,9.5,92.8,8.5,6,High School,113,63.6,D,1
S0434,Male,Private,2.33,79.2,74.5,88.9,65.4,2.7,61.6,3.0,25,None,91,51.8,D,1
S0435,Male,Public,1.53,75.1,92.9,75.7,72.6,13.7,88.7,4.7,17,None,50,59.6,D,1
S0436,Female,Public,2.33,66.5,80.2,74.3,80.8,7.6,69.8,4.9,11,Bachelor,111,60.4,D,1
S0437,Male,Private,2.24,66.2,64.9,81.9,79.2,7.9,83.6,7.7,0,Bachelor,110,67.7,C,1
S0438,Female,Public,2.36,81.3,79.8,84.0,51.4,5.7,71.5,5.3,10,None,26,53.4,D,1
S0439,Male,Private,2.13,89.9,53.2,80.6,82.7,7.4,71.5,5.3,11,Master,20,70.7,C,1
S0440,Female,Public,2.48,76.4,58.5,87.6,66.7,11.7,100.0,0.9,3,Bachelor,106,68.7,C,1
S0441,Male,Public,3.23,78.8,74.0,78.7,53.2,9.2,58.9,2.8,18,High School,106,66.4,C,1
S0442,Female,Private,4.0,84.9,44.1,73.8,88.0,11.3,87.3,7.7,19,High School,101,87.5,B,1
S0443,Female,Private,1.59,66.3,69.6,85.6,89.9,11.4,100.0,0.0,29,Bachelor,55,70.6,C,1
S0444,Male,Private,1.9,86.9,57.8,71.0,72.0,15.3,90.3,8.4,10,Bachelor,103,55.0,D,1
S0445,Male,Public,2.25,87.8,71.2,72.4,78.6,8.6,60.0,6.2,8,Master,92,56.4,D,1
S0446,Female,Public,3.34,100.0,57.1,90.9,79.5,4.1,60.8,3.1,24,Bachelor,88,72.3,C,1
S0447,Female,Public,2.66,73.5,75.1,89.8,88.9,14.3,68.7,2.9,10,PhD,72,76.8,C,1
S0448,Male,Public,2.29,72.5,70.2,71.9,78.9,8.7,82.4,9.7,18,Bachelor,32,73.2,C,1
S0449,Male,Private,3.3,87.2,86.8,67.0,48.1,14.5,83.4,8.5,22,PhD,89,74.9,C,1
S0450,Female,Private,3.47,87.8,70.1,88.1,98.1,11.5,60.9,4.7,26,Bachelor,105,95.7,A,1
S0451,Female,Public,2.79,71.6,60.8,80.8,84.0,9.5,66.9,5.3,9,Bachelor,106,60.4,D,1
S0452,Female,Private,2.23,73.2,67.0,75.5,60.4,11.4,67.8,3.4,18,Bachelor,71,54.3,D,1
S0453,Male,Public,2.99,84.5,53.9,68.5,52.6,17.8,77.3,5.3,3,Bachelor,4,65.6,C,1
S0454,Female,Private,2.64,68.1,74.9,75.6,75.6,18.3,100.0,3.3,23,None,88,67.3,C,1
S0455,Male,Public,2.63,73.1,77.1,71.8,63.8,10.3,66.0,4.8,1,High School,30,71.3,C,1
S0456,Male,Private,2.44,79.1,99.6,64.7,72.9,10.6,65.3,9.5,20,High School,24,47.0,F,0
S0457,Female,Private,3.45,90.0,62.5,73.4,79.2,14.3,63.0,4.8,6,High School,9,73.5,C,1
S0458,Male,Public,2.97,70.7,66.8,74.9,59.5,6.6,89.5,2.4,13,Master,18,71.1,C,1
S0459,Female,Private,3.52,55.9,63.1,67.9,51.3,11.3,79.4,1.6,2,Bachelor,58,58.0,D,1
S0460,Male,Public,3.74,55.0,72.5,81.9,73.8,9.9,66.6,5.3,20,High School,33,76.4,C,1
S0461,Male,Private,3.12,62.9,74.6,86.2,60.0,11.3,74.6,3.1,14,High School,45,82.5,B,1
S0462,Female,Public,2.45,62.2,69.4,82.7,70.2,6.7,68.1,5.6,19,High School,61,57.9,D,1
S0463,Male,Public,3.53,76.1,83.0,69.0,47.9,3.6,84.4,1.0,10,Master,63,73.9,C,1
S0464,Female,Private,3.13,63.7,62.6,80.3,64.2,1.7,100.0,6.7,0,Master,49,78.9,C,1
S0465,Female,Private,4.0,69.6,81.8,72.9,78.7,5.5,88.3,2.3,17,High School,54,78.8,C,1
S0466,Male,Private,3.02,68.7,76.5,58.4,77.1,8.2,78.6,5.1,20,High School,106,64.7,D,1
S0467,Female,Public,3.29,72.7,69.9,79.4,56.2,8.8,70.0,4.2,19,PhD,33,71.9,C,1
S0468,Female,Public,3.0,93.9,66.2,73.6,50.5,17.7,59.8,9.3,7,Bachelor,1,80.3,B,1
S0469,Female,Public,2.73,85.9,99.1,100.0,68.2,14.4,91.0,5.4,21,Master,96,82.1,B,1
S0470,Male,Private,2.62,78.2,60.2,88.0,76.4,6.2,90.2,9.9,16,High School,9,62.7,D,1
S0471,Female,Private,3.01,72.5,73.6,79.8,74.1,11.4,73.0,6.4,6,High School,92,82.9,B,1
S0472,Female,Private,3.16,72.8,61.0,74.7,60.3,8.4,98.2,8.6,3,Bachelor,39,63.7,D,1
S0473,Female,Public,3.61,81.9,91.4,73.8,72.5,8.9,80.3,4.5,9,High School,100,87.5,B,1
S0474,Male,Private,3.02,85.0,80.6,61.0,90.5,10.7,91.6,5.9,0,Master,20,79.7,C,1
S0475,Male,Public,2.48,67.1,61.9,52.9,71.1,12.5,84.4,8.0,21,Bachelor,19,73.2,C,1
S0476,Female,Private,2.57,78.4,76.2,62.4,43.5,8.6,77.3,7.3,0,High School,48,51.2,D,1
